candidate_id,候选名称,候选层级,数字员工候选,三宝Preset候选,业务价值类型,问题类型,主核心能力,包含skill数,平均置信度,优先级,代表技能,建议下一步,复核原因
SANBAO-66a44032-数据质量,增长与收入 × 数据质量 Preset 候选｜数据质量｜NLP/情感分析,场景工作流候选,待人工命名,增长与收入 × 数据质量 Preset 候选,增长与收入,数据质量,NLP/情感分析,10,0.95,P2-可评审,p2s-ai-generated-content-detection；p2s-ai-generated-content-detection；p2s-dark-pattern-review-detection；p2s-dark-pattern-review-detection；p2s-fraud-signal-collection；p2s-fraud-signal-collection；p2s-hijacker-seller-network-analysis；p2s-hijacker-seller-network-analysis,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-efe456d6-数据质量,增长与收入 × 数据质量 Preset 候选｜数据质量｜预测建模,场景工作流候选,待人工命名,增长与收入 × 数据质量 Preset 候选,增长与收入,数据质量,预测建模,22,0.945,P2-可评审,p2s-blockecho-missing-data；p2s-blockecho-missing-data；p2s-contrastive-sequential-recommendation；p2s-contrastive-sequential-recommendation；p2s-cross-platform-user-transfer；p2s-cross-platform-user-transfer；p2s-gnn-foundations；p2s-gnn-foundations,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-79e50d48-数据质量,增长与收入 × 数据质量 Preset 候选｜数据质量｜优化/运筹,待复核资产池,待人工命名,增长与收入 × 数据质量 Preset 候选,增长与收入,数据质量,优化/运筹,10,0.905,P3-先补证,p2s-seed-quality-optimization-for-lookalike；p2s-seed-quality-optimization-for-lookalike；p2s-streaming-etl-flink-kafka；p2s-streaming-etl-flink-kafka；competitive-analysis；datapack-builder；shopify-cro-function；shopify-cro-function,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-fecfaeaa-数据质量,增长与收入 × 数据质量 Preset 候选｜数据质量｜知识图谱/本体建模,原子技能组候选,待人工命名,增长与收入 × 数据质量 Preset 候选,增长与收入,数据质量,知识图谱/本体建模,5,0.944,P2-可评审,p2s-ecommerce-data-quality-assessment；p2s-ecommerce-data-quality-assessment；p2s-sc-ontology-schema-versioning；p2s-sc-ontology-schema-versioning；nges-data-360,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-18692703-数据质量,增长与收入 × 数据质量 Preset 候选｜数据质量｜视觉/多模态,待复核资产池,待人工命名,增长与收入 × 数据质量 Preset 候选,增长与收入,数据质量,视觉/多模态,1,0.85,P3-先补证,artifact-template-analytics-dashboard,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-a489444f-数据质量,增长与收入 × 数据质量 Preset 候选｜数据质量｜实验/评估,场景工作流候选,待人工命名,增长与收入 × 数据质量 Preset 候选,增长与收入,数据质量,实验/评估,6,0.94,P2-可评审,p2s-advertising-tacos-pnl-integration；p2s-advertising-tacos-pnl-integration；p2s-tag-fairness-bias-audit；p2s-tag-fairness-bias-audit；realtime-data-requirement-review；unit-economics,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-e41252a4-数据质量,增长与收入 × 数据质量 Preset 候选｜数据质量｜工程模式/自动化,待复核资产池,待人工命名,增长与收入 × 数据质量 Preset 候选,增长与收入,数据质量,工程模式/自动化,3,0.95,P3-先补证,dcf-valuation；ic-memo；teaser,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-4f64b1ee-集成部署,增长与收入 × 集成部署 Preset 候选｜集成部署｜DiD/因果推断,待复核资产池,待人工命名,增长与收入 × 集成部署 Preset 候选,增长与收入,集成部署,DiD/因果推断,5,0.902,P3-先补证,p2s-bayesian-mmm-action-plan-generator；p2s-bayesian-mmm-action-plan-generator；observability；observability；observability,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-878c5409-集成部署,增长与收入 × 集成部署 Preset 候选｜集成部署｜NLP/情感分析,原子技能组候选,待人工命名,增长与收入 × 集成部署 Preset 候选,增长与收入,集成部署,NLP/情感分析,3,0.94,P2-可评审,observability-and-instrumentation；p2s-llm-hallucination-detection-bi；onboarding,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-655a9982-集成部署,增长与收入 × 集成部署 Preset 候选｜集成部署｜优化/运筹,待复核资产池,待人工命名,增长与收入 × 集成部署 Preset 候选,增长与收入,集成部署,优化/运筹,2,0.89,P3-先补证,angular-migration；index,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-ce51ca14-集成部署,增长与收入 × 集成部署 Preset 候选｜集成部署｜RAG/知识检索,待复核资产池,待人工命名,增长与收入 × 集成部署 Preset 候选,增长与收入,集成部署,RAG/知识检索,1,0.95,P3-先补证,omero-integration,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-78a610ef-集成部署,增长与收入 × 集成部署 Preset 候选｜集成部署｜知识图谱/本体建模,待复核资产池,待人工命名,增长与收入 × 集成部署 Preset 候选,增长与收入,集成部署,知识图谱/本体建模,1,0.88,P3-先补证,dto-sync-patterns,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-f213f54b-集成部署,增长与收入 × 集成部署 Preset 候选｜集成部署｜视觉/多模态,待复核资产池,待人工命名,增长与收入 × 集成部署 Preset 候选,增长与收入,集成部署,视觉/多模态,4,0.893,P3-先补证,physical-ai-neural-reconstruction；ai-model-wechat；ai-model-wechat；ai-model-wechat,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-9ba632e4-集成部署,增长与收入 × 集成部署 Preset 候选｜集成部署｜合规/规则扫描,待复核资产池,待人工命名,增长与收入 × 集成部署 Preset 候选,增长与收入,集成部署,合规/规则扫描,1,0.95,P3-先补证,xlsx,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-18ebf15b-集成部署,增长与收入 × 集成部署 Preset 候选｜集成部署｜工程模式/自动化,待复核资产池,待人工命名,增长与收入 × 集成部署 Preset 候选,增长与收入,集成部署,工程模式/自动化,9,0.902,P3-先补证,pymatgen；xlsx；xlsx；xlsx；xlsx；xlsx；build123d；audio generation,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-6003034c-集成部署,增长与收入 × 集成部署 Preset 候选｜集成部署｜按技能原文流程执行,待复核资产池,待人工命名,增长与收入 × 集成部署 Preset 候选,增长与收入,集成部署,按技能原文流程执行,1,0.95,P3-先补证,convert-file,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核；核心能力未结构化
SANBAO-ef769849-自动化执行,增长与收入 × 自动化执行 Preset 候选｜自动化执行｜DiD/因果推断,场景工作流候选,待人工命名,增长与收入 × 自动化执行 Preset 候选,增长与收入,自动化执行,DiD/因果推断,12,0.95,P2-可评审,p2s-ab-testing-platform-infrastructure；p2s-ab-testing-platform-infrastructure；p2s-agent-slo-manager；p2s-agent-slo-manager；p2s-automated-causal-discovery；p2s-automated-causal-discovery；p2s-kg-powered-user-profiling；p2s-kg-powered-user-profiling,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-4bb2b111-自动化执行,增长与收入 × 自动化执行 Preset 候选｜自动化执行｜NLP/情感分析,场景工作流候选,待人工命名,增长与收入 × 自动化执行 Preset 候选,增长与收入,自动化执行,NLP/情感分析,17,0.948,P2-可评审,multi-platform-product-analysis；multi-platform-store-analysis-new；p2s-agentic-competitor-intelligence；p2s-agentic-competitor-intelligence；p2s-autoqual-review-quality-assessment；p2s-autoqual-review-quality-assessment；p2s-llm-augmented-recommendation；p2s-llm-augmented-recommendation,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-6bef9096-自动化执行,增长与收入 × 自动化执行 Preset 候选｜自动化执行｜预测建模,场景工作流候选,待人工命名,增长与收入 × 自动化执行 Preset 候选,增长与收入,自动化执行,预测建模,15,0.95,P2-可评审,p2s-agent-finance-autopilot；p2s-agent-finance-autopilot；p2s-agent-workforce-replacement-calculator；p2s-agent-workforce-replacement-calculator；p2s-customer-journey-analytics；p2s-customer-journey-analytics；p2s-real-time-streaming-recommendation；p2s-real-time-streaming-recommendation,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-f87f6847-自动化执行,增长与收入 × 自动化执行 Preset 候选｜自动化执行｜优化/运筹,场景工作流候选,待人工命名,增长与收入 × 自动化执行 Preset 候选,增长与收入,自动化执行,优化/运筹,21,0.944,P2-可评审,p2s-autonomous-ab-report-agent；p2s-autonomous-ab-report-agent；p2s-clickstream-persona-pipeline；p2s-clickstream-persona-pipeline；p2s-graph-foundation-model-recommendation；p2s-graph-foundation-model-recommendation；p2s-mas-revenue-operations；p2s-mas-revenue-operations,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-413d4a23-自动化执行,增长与收入 × 自动化执行 Preset 候选｜自动化执行｜RAG/知识检索,原子技能组候选,待人工命名,增长与收入 × 自动化执行 Preset 候选,增长与收入,自动化执行,RAG/知识检索,5,0.95,P2-可评审,p2s-embedding-fundamentals；p2s-embedding-fundamentals；p2s-user-profile-long-memory；p2s-user-profile-long-memory；convert-python-golang,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-6020757e-自动化执行,增长与收入 × 自动化执行 Preset 候选｜自动化执行｜知识图谱/本体建模,原子技能组候选,待人工命名,增长与收入 × 自动化执行 Preset 候选,增长与收入,自动化执行,知识图谱/本体建模,3,0.95,P2-可评审,p2s-topological-data-analysis-cross-sell；p2s-topological-data-analysis-cross-sell；image-understanding-native,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-4922c79d-自动化执行,增长与收入 × 自动化执行 Preset 候选｜自动化执行｜实验/评估,待复核资产池,待人工命名,增长与收入 × 自动化执行 Preset 候选,增长与收入,自动化执行,实验/评估,2,0.94,P3-先补证,referral-program-builder；returns-analysis,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
SANBAO-fd090095-自动化执行,增长与收入 × 自动化执行 Preset 候选｜自动化执行｜合规/规则扫描,原子技能组候选,待人工命名,增长与收入 × 自动化执行 Preset 候选,增长与收入,自动化执行,合规/规则扫描,3,0.95,P2-可评审,p2s-agent-error-budget；p2s-agent-error-budget；p2s-agent-error-budget,抽查代表技能，合并同义项，确认是否作为原子技能组或场景工作流候选。,可进入下一轮业务聚类评审
SANBAO-fdf4d7fb-自动化执行,增长与收入 × 自动化执行 Preset 候选｜自动化执行｜工程模式/自动化,待复核资产池,待人工命名,增长与收入 × 自动化执行 Preset 候选,增长与收入,自动化执行,工程模式/自动化,4,0.892,P3-先补证,xmind-chain-per；model-update；deal-sourcing；mlops-industrialization-cn,先处理不可读源文件、缺失输入输出和业务价值不明项，再决定是否纳入三宝能力图谱。,超过半数记录需要字段复核
