cluster_id,业务价值类型,问题类型,主核心能力,skill_count,high_confidence_count,needs_review_count,review_ratio,text_quality_risk_count,avg_confidence,top_sources,top_scenarios,三宝候选层级,三宝Preset候选,数字员工候选,代表技能,聚类说明,复核原因,代表用途
C-5d3b0548-生成制作,增长与收入,生成制作,预测建模,10,10,3,0.3,0,0.946,home_skill:5；project_skill:4；icloud_skill:1,研发与代码:4；marketing-growth:2；业务经营与AgenticOS:2；数据分析与BI:1；文档与知识:1,场景工作流候选,增长与收入 × 生成制作 Preset 候选,待人工命名,p2s-abandoned-cart-recovery-ml；p2s-abandoned-cart-recovery-ml；p2s-data-to-dashboard-multi-agent-visualization；p2s-data-to-dashboard-multi-agent-visualization；p2s-shoppable-video-cta-optimizer；p2s-shoppable-video-cta-optimizer；saas-analyzer；product-launch-planner,围绕增长与收入中的生成制作问题，主要使用预测建模能力处理。,可进入下一轮业务聚类评审,触发词：弃购挽回、弃购分型、差异化触达、挽回率、促销时机。何时不用：只要按加购后固定时间点跑挽回序列用「加购未购自动挽回触发」；要给用户打 0-1 购买意图分档触达用「购买意图预测」。安全边界：触达须提供退订入口，短信营销须用户 opt-in（美国 TCPA），Amazon 站外引流邮件须确认域名与账号无关联；不得向比价型用户无差别发折扣，以免提前泄露促销计划。；触发词：弃购挽回、弃购分型、差异化触达、挽回率、促销时机。何时不用：只要按加购后固定时间点跑挽回序列用「加购未购自动挽回触发」；要给用户打 0-1 购买意图分档触达用「购买意图预测」。安全边界：触达须提供退订入口，短信营销须用户 opt-in（美国 TCPA），Amazon 站外引流邮件须确认域名与账号无关联；不得向比价型用户无差别发折扣，以免提前泄露促销计划。；触发词：数据看板、多Agent可视化、周报图表、洞察生成、仪表盘自动生成。何时不用：只需把自然语言转成图表时用 NL2Dashboard；需要解释模型为何这样预测时用 SHAP 归因。安全边界：无。
C-166d6109-生成制作,增长与收入,生成制作,优化/运筹,8,8,4,0.5,0,0.94,home_skill:6；project_skill:2,研发与代码:3；业务经营与AgenticOS:2；数据分析与BI:2；marketing-growth:1,场景工作流候选,增长与收入 × 生成制作 Preset 候选,待人工命名,p2s-ad-creative-personalization-bandit；p2s-ad-creative-personalization-bandit；p2s-international-search-localization；p2s-international-search-localization；数据决策分析；influencer-campaign-manager；histolab；profit-calculator,围绕增长与收入中的生成制作问题，主要使用优化/运筹能力处理。,可进入下一轮业务聚类评审,"用于奶粉 TikTok 广告有 3 张主图（产品图/使用场景图/妈妈评价图）× 3 个标题（价格导向/成分导向/场景导向）× 2 个 CTA（""立即购买""/""限时抢购""），共 18 种组合。当前团队用经验选择固定组合，A/B 测试周期长（每次测 2 周），错失快速迭代机会。，通过优化/运筹；视觉/多模态；实验/评估形成- 2 周内收敛到最优创意组合（vs 传统 A/B 测试需 6 周） - 不同用户群最优创意自动分化：iOS 用户 → 场景图+成分标题；安卓用户 → 价格图+价格标题。；用于奶粉 TikTok 广告有 3 张主图（产品图/使用场景图/妈妈评价图）× 3 个标题（价格导向/成分导向/场景导向）× 2 个 CTA（""立即购买""/""限时抢购""），共 18 种组合。当前团队用经验选择固定组合，A/B 测试周期长（每次测 2 周），错失快速迭代机会。，通过优化/运筹；视觉/多模态；实验/评估形成- 2 周内收敛到最优创意组合（vs 传统 A/B 测试需 6 周） - 不同用户群最优创意自动分化：iOS 用户 → 场景图+成分标题；安卓用户 → 价格图+价格标题。；触发词：关键词本地化、跨语言语义相似度、LABSE、本…"
C-3553e20b-生成制作,增长与收入,生成制作,RAG/知识检索,1,1,1,1.0,0,0.93,home_skill:1,数据分析与BI:1,待复核资产池,增长与收入 × 生成制作 Preset 候选,待人工命名,datamol,围绕增长与收入中的生成制作问题，主要使用RAG/知识检索能力处理。,超过半数记录需要字段复核,"用于datamol：Datamol is a Python library that provides a lightweight, Pythonic abstraction layer over RDKit for molecular cheminformatics. Simplify complex molecular operations with sensible defaults, efficient parallelization, and modern I/O capabilities. All m…"
C-2d2d695c-生成制作,增长与收入,生成制作,知识图谱/本体建模,1,1,1,1.0,0,0.92,home_skill:1,数据分析与BI:1,待复核资产池,增长与收入 × 生成制作 Preset 候选,待人工命名,dtc-product-selection,围绕增长与收入中的生成制作问题，主要使用知识图谱/本体建模能力处理。,超过半数记录需要字段复核,"Shopify DTC product-selection methodology. Trigger when the user is exploring ""what should I sell on a Shopify / DTC store"", asks for niche discovery, product opportunity scan, or wants to validate a category before sou…"
C-61f1810a-生成制作,增长与收入,生成制作,视觉/多模态,14,14,12,0.857,0,0.942,home_skill:10；project_skill:4,业务经营与AgenticOS:4；marketing-growth:2；图像/视频/创意生产:2；文档与知识:2；研发与代码:2,待复核资产池,增长与收入 × 生成制作 Preset 候选,待人工命名,p2s-live-stream-highlight-extraction；p2s-live-stream-highlight-extraction；ansoff-matrix；check-deck；gif-sticker-maker；lean-canvas；lean-canvas；startup-canvas,围绕增长与收入中的生成制作问题，主要使用视觉/多模态能力处理。,超过半数记录需要字段复核,触发词：直播高光、互动峰值、片段提取、二次传播、剪辑自动化。何时不用：没有直播互动数据、只有录屏文件时无法按峰值提取；原创短视频制作不用本技能。安全边界：AI 提取的片段须人工审核，不得含医疗功效宣传等违规内容；虚拟形象内容须标注 AI 生成。；触发词：直播高光、互动峰值、片段提取、二次传播、剪辑自动化。何时不用：没有直播互动数据、只有录屏文件时无法按峰值提取；原创短视频制作不用本技能。安全边界：AI 提取的片段须人工审核，不得含医疗功效宣传等违规内容；虚拟形象内容须标注 AI 生成。；在现有与新产品、现有与新市场四个组合上评估增长选项并排出优先顺序。触发词：增长路径矩阵、ansoff-matrix、在现有与新产品、现有与新市场四个组合上评估增长选项并排出优先顺序。
C-c95dc675-生成制作,增长与收入,生成制作,实验/评估,3,3,3,1.0,0,0.897,home_skill:2；icloud_paper_file_skill:1,customer-crm:1；业务经营与AgenticOS:1；文档与知识:1,待复核资产池,增长与收入 × 生成制作 Preset 候选,待人工命名,flowio；referral-program-builder；Skill-E-Commerce-Video-Benchmark,围绕增长与收入中的生成制作问题，主要使用实验/评估能力处理。,超过半数记录需要字段复核,"用于flowio：FlowIO is a lightweight Python library for reading and writing Flow Cytometry Standard (FCS) files. Parse FCS metadata, extract event data, and create new FCS files with minimal dependencies. The library supports FCS versions 2.0, 3.0, and 3.1, makin…；用于referral program builder：A referral program transforms your customer base into a high-efficiency acquisition channel. By incentivizing existing customers (Referrers) to introduce new ones (Referees), brands can achieve a lower Customer Acquisition Cost (CA…"
C-9b18d00d-生成制作,增长与收入,生成制作,工程模式/自动化,5,5,5,1.0,0,0.896,home_skill:5,研发与代码:3；产品设计与UIUX:2,待复核资产池,增长与收入 × 生成制作 Preset 候选,待人工命名,alibabacloud-video-translation；convert-java-c；make-moonbit-c-bindings；saas-landing；saas-landing,围绕增长与收入中的生成制作问题，主要使用工程模式/自动化能力处理。,超过半数记录需要字段复核,"Alibaba Cloud IMS (Intelligent Media Services) based video translation Skill. Supports subtitle extraction (ASR/OCR), translation, and speech synthesis translation modes. Trigger words: ""视频翻译"", ""translate video"", ""翻译视频""…；用于convert java c：------ --------- ------- GCC / Clang C compiler Use -Wall -Wextra -Werror for warnings Valgrind Memory leak detection Detects leaks, use-after-free, uninitialized memory AddressSanitizer Memory error detection Built into GCC/Clang with -fsani…；Guides agents through complete, maint…"
C-820b2c3b-生成制作,增长与收入,生成制作,按技能原文流程执行,3,1,3,1.0,2,0.543,icloud_paper_file_skill:3,文档与知识:3,待复核资产池,增长与收入 × 生成制作 Preset 候选,待人工命名,Skill-Multilingual-Listing-Generation；Skill-KOL-Video-ROI-Attribution；Skill-Video-ROI-Attribution,围绕增长与收入中的生成制作问题，主要使用按技能原文流程执行能力处理。,2 条源文件不可稳定读取；超过半数记录需要字段复核；核心能力未结构化,"{""round"": 0, ""status"": ""discard"", ""score"": 70.0, ""best"": 75.0, ""mutated"": ""D4 roi"", ""ts"": ""2026-07-04T04:45:21.416092""} {""round"": 0, ""status"": ""patch nothing"", ""score"": 80.0, ""best"": 80.0, ""mutated"": ""none"", ""ts"": ""2026…；用于处理 KOL Video ROI Attribution 相关问题；当前源文件不可稳定读取，需下载或修复正文后补全用途。；用于处理 Video ROI Attribution 相关问题；当前源文件不可稳定读取，需下载或修复正文后补全用途。"
C-ce0680cf-检索组织,增长与收入,检索组织,DiD/因果推断,6,6,4,0.667,0,0.928,home_skill:3；project_skill:3,业务经营与AgenticOS:2；研发与代码:2；图像/视频/创意生产:1；数据分析与BI:1,待复核资产池,增长与收入 × 检索组织 Preset 候选,待人工命名,p2s-knowledge-graph-rec；p2s-knowledge-graph-rec；p2s-bge-m3-multilingual-embedding；p2s-bge-m3-multilingual-embedding；write-compare-report；public-relations,围绕增长与收入中的检索组织问题，主要使用DiD/因果推断能力处理。,超过半数记录需要字段复核,触发词：知识图谱推荐、KG 路径推理、关联购买率、互补品推荐、成分图谱、认证推荐理由。何时不用：常规替代品与搭售推荐用「Skill-Bundle-Recommendation-Complementary」；需要无偏因果推荐用「Skill-Causal-Deconfounded-Recommendation」；只做推荐归因解释用「Skill-Explainable-Recommendation」；按心理账户挑捆绑对象用「心理账户捆绑定价…；触发词：知识图谱推荐、KG 路径推理、关联购买率、互补品推荐、成分图谱、认证推荐理由。何时不用：常规替代品与搭售推荐用「Skill-Bundle-Recommendation-Complementary」；需要无偏因果推荐用「Skill-Causal-Deconfounded-Recommendation」；只做推荐归因解释用「Skill-Explainable-Recommendation」；按心理账户挑捆绑对象用「心理账户捆绑定价…；触发词：多语言嵌入、统一语义空间、跨语言检索、单一模型替代、商品推荐召回。何时不用：只有单一语言、或已有成熟单语模型且成本可接受时不必要；需要 token…
C-3f45d086-检索组织,增长与收入,检索组织,NLP/情感分析,2,2,0,0.0,0,0.95,home_skill:1；project_skill:1,业务经营与AgenticOS:2,原子技能组候选,增长与收入 × 检索组织 Preset 候选,待人工命名,p2s-search-tag-keyword-auto-mapping；p2s-search-tag-keyword-auto-mapping,围绕增长与收入中的检索组织问题，主要使用NLP/情感分析能力处理。,可进入下一轮业务聚类评审,触发词：标签到关键词、本体映射、词包生成、批量词刷新、ACOS 降低。何时不用：要从评论语料挖买家真实用词时用「评论关键词挖掘 SEO」；要用 LLM 从种子词自由扩长尾时用「LLM 搜索词语义扩展」。安全边界：只生成词包，不代改 Listing；批量刷新仍需合规审核避免堆砌。；触发词：标签到关键词、本体映射、词包生成、批量词刷新、ACOS 降低。何时不用：要从评论语料挖买家真实用词时用「评论关键词挖掘 SEO」；要用 LLM 从种子词自由扩长尾时用「LLM 搜索词语义扩展」。安全边界：只生成词包，不代改 Listing；批量刷新仍需合规审核避免堆砌。
C-4a43ef49-检索组织,增长与收入,检索组织,预测建模,15,15,5,0.333,0,0.95,home_skill:10；project_skill:5,业务经营与AgenticOS:10；数据分析与BI:4；研发与代码:1,场景工作流候选,增长与收入 × 检索组织 Preset 候选,待人工命名,p2s-autopkg-multimodal-product-attribute-kg；p2s-autopkg-multimodal-product-attribute-kg；p2s-hierarchical-product-kg-construction；p2s-hierarchical-product-kg-construction；p2s-kg-application-patterns；p2s-kg-application-patterns；p2s-llm-session-personalization-cache；p2s-llm-session-personalization-cache,围绕增长与收入中的检索组织问题，主要使用预测建模能力处理。,可进入下一轮业务聚类评审,触发词：属性图谱构建、多模态属性提取、属性填充率、属性值规范化、商品主数据。何时不用：只核查图片是否覆盖必需角度、图文是否一致时用「VLM 电商适配」；只做商品图文统一检索与以图搜货时用「多模态商品理解」。安全边界：只产出属性键与属性值，不代改 Listing 文案，也不替代品类合规审查。；触发词：属性图谱构建、多模态属性提取、属性填充率、属性值规范化、商品主数据。何时不用：只核查图片是否覆盖必需角度、图文是否一致时用「VLM 电商适配」；只做商品图文统一检索与以图搜货时用「多模态商品理解」。安全边界：只产出属性键与属性值，不代改 Listing 文案，也不替代品类合规审查。；触发词：商品知识图谱、图片萃取属性、品类路径、Flat File、多语种检索。何时不用：单条 Listing 的违规修复用「Listing 合规自动修复」；本技能面向万级 SKU 的属性图谱构建。安全边界：仅使用厂商提供的商品图与描述，供应商信息须脱敏，上架合规责任仍在卖家。
